Date,ASIANPAINT.NS,AXISBANK.NS,BAJFINANCE.NS,HCLTECH.NS,HDFCBANK.NS,HINDUNILVR.NS,ICICIBANK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NESTLEIND.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,ULTRACEMCO.NS,WIPRO.NS
2022-12-19,2993.1640625,944.5065307617188,659.377197265625,937.3241577148438,1604.196044921875,2630.652587890625,891.3759765625,1411.6190185546875,311.857177734375,1854.588623046875,2127.6201171875,8443.8828125,1959.9190673828125,153.0822296142578,1199.5765380859375,571.6697998046875,962.7197875976562,3067.84814453125,7002.28125,190.32901000976562
2022-12-20,2994.329833984375,948.0501098632812,655.0237426757812,934.1036376953125,1593.1259765625,2588.50341796875,894.5719604492188,1411.5723876953125,311.5365905761719,1843.559814453125,2107.405517578125,8365.861328125,1965.1796875,151.9633331298828,1209.9603271484375,571.6697998046875,963.1094970703125,3107.991943359375,7024.0517578125,190.2801055908203
2022-12-21,2982.186279296875,930.6314086914062,643.5706176757812,943.764892578125,1577.71533203125,2580.421875,877.412109375,1413.6793212890625,306.9571838378906,1811.1219482421875,2090.893310546875,8195.1455078125,1982.615478515625,151.08917236328125,1192.746337890625,561.2191162109375,979.9189453125,3131.560546875,6878.287109375,190.54917907714844
2022-12-22,3000.5478515625,917.9041748046875,640.0159301757812,942.6309814453125,1572.3023681640625,2560.242919921875,875.8387451171875,1425.385498046875,304.4843444824219,1822.5501708984375,2055.4814453125,8179.39306640625,1981.873779296875,150.35487365722656,1189.654296875,561.2191162109375,984.840087890625,3123.081298828125,6939.34375,190.18226623535156
2022-12-23,2970.77099609375,904.9773559570312,628.5728149414062,934.9201049804688,1558.25732421875,2536.773193359375,864.2841796875,1402.02001953125,299.21807861328125,1818.4578857421875,2009.5001220703125,7990.2275390625,1964.9063720703125,147.73239135742188,1154.764892578125,542.8711547851562,975.972412109375,3093.04541015625,6837.4169921875,184.75198364257812
2022-12-26,2968.9736328125,927.037841796875,634.4003295898438,935.9178466796875,1589.2733154296875,2533.240478515625,878.3463134765625,1406.9833984375,306.4535217285156,1810.07421875,2037.069580078125,8103.28515625,1941.946533203125,148.15200805664062,1164.8486328125,564.7183837890625,974.5106811523438,3116.566650390625,7000.30224609375,186.146240234375
2022-12-27,3023.91259765625,930.5315551757812,641.4013061523438,940.1362915039062,1590.882568359375,2509.819091796875,885.6724243164062,1418.6427001953125,305.12548828125,1817.4100341796875,2069.266357421875,8151.03125,1930.0885009765625,148.71145629882812,1174.378662109375,569.2581787109375,974.608154296875,3122.8896484375,7033.15673828125,189.13046264648438
2022-12-28,3034.696044921875,923.0449829101562,638.5812377929688,939.3199462890625,1589.61474609375,2500.4794921875,884.000732421875,1414.2410888671875,306.27032470703125,1816.6114501953125,2066.343994140625,8264.4814453125,1936.68603515625,150.87936401367188,1174.2633056640625,568.4542236328125,969.5897216796875,3120.590576171875,6980.3125,189.71749877929688
2022-12-29,3026.3896484375,932.8773193359375,642.0128173828125,947.4843139648438,1600.8311767578125,2485.4296875,892.9493408203125,1421.1712646484375,307.1404113769531,1815.26416015625,2056.40673828125,8278.95703125,1933.211669921875,150.87936401367188,1173.7325439453125,578.6212158203125,974.9979858398438,3131.751953125,6909.45849609375,191.1606903076172
2022-12-30,2999.916015625,932.0787353515625,648.3530883789062,942.8125,1588.00537109375,2478.65478515625,876.0353393554688,1412.4150390625,303.66009521484375,1823.747802734375,2031.955078125,8238.5234375,1913.4969482421875,149.4457550048828,1175.5323486328125,580.418212890625,975.8262939453125,3120.20703125,6886.54931640625,192.1391143798828
2023-01-02,2960.424560546875,939.9146728515625,646.238037109375,942.948486328125,1588.5416259765625,2476.09033203125,887.4425048828125,1427.211669921875,304.8507080078125,1821.5521240234375,2035.5108642578125,8247.060546875,1909.1588134765625,150.38983154296875,1188.7774658203125,578.99951171875,971.53857421875,3124.7578125,6944.83642578125,192.285888671875
2023-01-03,2941.9658203125,960.5776977539062,651.414794921875,944.6721801757812,1598.92919921875,2460.26611328125,886.3607788085938,1425.853759765625,303.2479248046875,1829.337158203125,2035.023681640625,8226.8935546875,1925.33544921875,150.7744598388672,1180.078125,579.1886596679688,983.3295288085938,3172.56689453125,6920.73974609375,194.24273681640625
2023-01-04,2930.890869140625,955.7363891601562,647.9389038085938,940.3631591796875,1570.3515625,2454.507568359375,884.148193359375,1399.8662109375,299.49273681640625,1817.26025390625,2017.098876953125,8266.19921875,1905.09375,147.592529296875,1162.3104248046875,572.379150390625,978.457275390625,3175.728515625,6932.36767578125,190.6470184326172
2023-01-05,2918.746826171875,947.8505249023438,601.50048828125,947.1668701171875,1560.2568359375,2500.576416015625,864.5299682617188,1381.5107421875,305.40020751953125,1816.8111572265625,2033.465087890625,8303.787109375,1930.0885009765625,146.01905822753906,1160.233642578125,572.2844848632812,990.2482299804688,3172.3271484375,6934.0,189.27720642089844
2023-01-06,2893.5361328125,938.2178344726562,589.7023315429688,936.9158935546875,1555.0875244140625,2493.5595703125,855.6304321289062,1356.5067138671875,306.8656311035156,1783.37548828125,2032.6859130859375,8227.1875,1940.7509765625,145.52952575683594,1170.7789306640625,568.075927734375,982.9398193359375,3076.94970703125,6909.45849609375,186.8800506591797
2023-01-09,2899.1220703125,957.0339965820312,590.9793090820312,968.3489990234375,1558.1109619140625,2539.628173828125,858.8263549804688,1390.17333984375,309.6132507324219,1808.4273681640625,2066.928466796875,8221.25,1960.3143310546875,146.22885131835938,1198.4227294921875,574.7435913085938,990.8816528320312,3180.80615234375,6961.56005859375,191.6743621826172
2023-01-10,2876.00048828125,950.4458618164062,582.18359375,965.083251953125,1529.631103515625,2558.791015625,847.0259399414062,1376.406982421875,305.3544006347656,1792.108642578125,2052.266845703125,8138.9599609375,1954.2877197265625,148.11703491210938,1180.701171875,562.8742065429688,986.0094604492188,3148.662109375,6848.203125,192.285888671875
2023-01-11,2856.61865234375,948.0501098632812,581.3554077148438,956.87353515625,1551.673828125,2509.819091796875,851.8936157226562,1377.8116455078125,303.88897705078125,1798.396484375,2070.484130859375,8130.42138671875,1928.3609619140625,148.221923828125,1165.81787109375,564.3401489257812,1001.7469482421875,3189.189453125,6948.79443359375,192.67726135253906
